1,-50,40,9.0,60,60,0.01,50,5,20e5,50,1,4
1,-50,40,9.0,60,60,0.01,50,5,20e5,50,1,5
5,-32.5,40,4.5,60,60,0.001,1000,10,80e5,100,1,1
5,-32.5,40,4.5,60,60,0.001,1000,10,80e5,100,1,2
5,-32.5,40,4.5,60,60,0.001,1000,10,80e5,100,1,3
5,-32.5,40,4.5,60,60,0.001,1000,10,80e5,100,1,4
5,-32.5,40,4.5,60,60,0.001,1000,10,80e5,100,1,5
1,-53,40,4.5,60,60,0.01,50,5,80e5,100,1,1
1,-53,40,4.5,60,60,0.01,50,5,80e5,100,1,2
1,-53,40,4.5,60,60,0.01,50,5,80e5,100,1,3
1,-53,40,4.5,60,60,0.01,50,5,80e5,100,1,4
1,-53,40,4.5,60,60,0.01,50,5,80e5,100,1,5
